,0
0,33.33333333333333
1,46.666666666666664
2,33.33333333333333
3,30.0
4,23.333333333333332
5,20.0
6,33.33333333333333
7,16.666666666666664
8,16.666666666666664
9,23.333333333333332
10,30.0
11,23.333333333333332
12,20.0
13,23.333333333333332
14,13.333333333333334
15,40.0
16,43.333333333333336
17,26.666666666666668
18,30.0
19,10.0
20,33.33333333333333
21,20.0
22,23.333333333333332
23,26.666666666666668
24,23.333333333333332
25,26.666666666666668
26,20.0
27,30.0
28,26.666666666666668
29,26.666666666666668
30,23.333333333333332
31,43.333333333333336
32,0.0
33,26.666666666666668
34,23.333333333333332
35,20.0
36,26.666666666666668
37,23.333333333333332
38,23.333333333333332
39,23.333333333333332
40,23.333333333333332
41,23.333333333333332
42,23.333333333333332
43,23.333333333333332
